COMMENT,kmp_n_75_min_2_max_150_run_ff_anb
SORT_BY,75
150,75
149,75
148,75
147,75
146,75
145,75
144,75
143,75
142,75
141,75
140,75
139,75
138,75
137,75
136,75
135,75
134,75
133,75
132,75
131,75
130,75
129,75
128,75
127,75
126,75
125,75
124,75
123,75
122,75
121,75
120,75
119,75
118,75
117,75
116,75
115,75
114,75
113,75
112,75
111,75
110,75
109,75
108,75
107,75
106,75
105,75
104,75
103,75
102,75
101,75
100,75
99,75
98,75
97,75
96,75
95,75
94,75
93,75
92,75
91,75
90,75
89,75
88,75
87,75
86,75
85,75
84,75
83,75
82,75
81,75
80,75
79,75
78,75
77,75
76,75
75,75
74,75
73,75
72,75
71,75
70,75
69,75
68,75
67,75
66,75
65,75
64,75
63,75
62,75
61,75
60,75
59,75
58,75
57,75
56,75
55,75
54,75
53,75
52,75
51,75
50,75
49,75
48,75
47,75
46,75
45,75
44,75
43,75
42,75
41,75
40,75
39,75
38,75
37,75
36,75
35,75
34,75
33,75
32,75
31,75
30,75
29,75
28,75
27,75
26,75
25,75
24,75
23,75
22,75
21,75
20,75
19,75
18,75
17,75
16,75
15,75
14,75
13,75
12,75
11,75
10,75
9,75
8,75
7,75
6,75
5,75
4,75
3,75
2,75
1,75
